qty,entrydate,entrytime,entryprice,exitdate,exittime,exitprice
-100,20200803,1327,47214.46462,20200803,1412,47236.65564
100,20200803,1412,47236.65564,20200803,1500,47277.97083
100,20200804,0918,47025.73954,20200804,1012,46910.91617
-100,20200804,1012,46910.91617,20200804,1351,46619.93795
100,20200804,1351,46619.93795,20200804,1430,46458.90245
-100,20200804,1430,46458.90245,20200804,1500,46328.46884
100,20200805,0918,46029.91945,20200805,1003,45638.76009
-100,20200805,1003,45638.76009,20200805,1154,45907.9912
100,20200805,1154,45907.9912,20200805,1224,46202.28748
-100,20200805,1224,46202.28748,20200805,1500,46442.50418
-100,20200806,0918,46303.90643,20200806,1115,46404.03529
100,20200806,1115,46404.03529,20200806,1233,46117.69697
-100,20200806,1233,46117.69697,20200806,1500,46301.01214
100,20200807,1003,46181.91055,20200807,1215,45992.13075
-100,20200807,1215,45992.13075,20200807,1233,46156.97063
100,20200807,1233,46156.97063,20200807,1300,46069.36203
-100,20200807,1300,46069.36203,20200807,1321,46114.82592
100,20200807,1321,46114.82592,20200807,1500,45968.45185
-100,20200810,1009,45435.75158,20200810,1318,45382.6552
100,20200810,1318,45382.6552,20200810,1500,45542.62904
100,20200811,0918,45014.62975,20200811,1042,45085.66276
-100,20200811,1042,45085.66276,20200811,1127,45232.49502
100,20200811,1127,45232.49502,20200811,1345,45159.57135
-100,20200811,1345,45159.57135,20200811,1500,44837.41952
-100,20200812,0918,45319.00044,20200812,1048,45140.51113
100,20200812,1048,45140.51113,20200812,1106,45116.17415
-100,20200812,1106,45116.17415,20200812,1500,44767.06577
100,20200813,0921,44603.03301,20200813,1112,44642.75749
-100,20200813,1112,44642.75749,20200813,1148,44857.93492
100,20200813,1148,44857.93492,20200813,1500,45070.2194
100,20200814,0918,44934.63135,20200814,1127,45034.90205
-100,20200814,1127,45034.90205,20200814,1142,45045.1465
100,20200814,1142,45045.1465,20200814,1203,45074.58717
-100,20200814,1203,45074.58717,20200814,1254,45059.25292
100,20200814,1254,45059.25292,20200814,1500,46288.04588
-100,20200817,1003,46342.74632,20200817,1157,46271.55387
100,20200817,1157,46271.55387,20200817,1500,46274.12328
100,20200818,1015,46029.91945,20200818,1036,45861.04105
-100,20200818,1036,45861.04105,20200818,1500,44987.49348
100,20200819,0918,44847.37318,20200819,1024,44674.76769
-100,20200819,1024,44674.76769,20200819,1124,44795.34128
100,20200819,1124,44795.34128,20200819,1142,44738.22546
-100,20200819,1142,44738.22546,20200819,1500,44746.53326
100,20200820,1021,45446.38576,20200820,1142,45372.05082
-100,20200820,1142,45372.05082,20200820,1227,45385.02385
100,20200820,1227,45385.02385,20200820,1500,45476.45684
-100,20200821,1006,44910.71749,20200821,1500,44853.10608
100,20200824,0918,44348.06132,20200824,1118,44139.3922
-100,20200824,1118,44139.3922,20200824,1336,43853.87888
100,20200824,1336,43853.87888,20200824,1409,43814.58544
-100,20200824,1409,43814.58544,20200824,1500,43748.35944
-100,20200825,1003,43323.89594,20200825,1057,43659.35227
100,20200825,1057,43659.35227,20200825,1221,43444.26101
-100,20200825,1221,43444.26101,20200825,1424,43652.30069
100,20200825,1424,43652.30069,20200825,1500,43415.96839
-100,20200826,1003,43064.46751,20200826,1500,42770.77644
100,20200827,0918,42368.39318,20200827,1139,42333.32839
-100,20200827,1139,42333.32839,20200827,1339,42316.93693
100,20200827,1339,42316.93693,20200827,1412,42285.26485
-100,20200827,1412,42285.26485,20200827,1500,42265.42688
100,20200828,0921,41997.48435,20200828,1003,41849.75936
-100,20200828,1003,41849.75936,20200828,1248,41226.91293
100,20200828,1248,41226.91293,20200828,1333,41237.36848
-100,20200828,1333,41237.36848,20200828,1500,40919.79516
-100,20200831,1003,40428.54255,20200831,1030,40598.66796
100,20200831,1030,40598.66796,20200831,1500,42479.07905
100,20200901,0921,41744.93843,20200901,1300,41599.67386
-100,20200901,1300,41599.67386,20200901,1333,41520.91097
100,20200901,1333,41520.91097,20200901,1500,42052.14466
100,20200902,1003,42114.12929,20200902,1424,41886.57117
-100,20200902,1424,41886.57117,20200902,1500,41748.59829
-100,20200903,0921,41856.41575,20200903,1006,42030.49312
100,20200903,1006,42030.49312,20200903,1251,42169.18276
-100,20200903,1251,42169.18276,20200903,1500,42366.95716
-100,20200904,0918,43392.60764,20200904,1012,43206.24935
100,20200904,1012,43206.24935,20200904,1233,43184.23257
-100,20200904,1233,43184.23257,20200904,1421,42994.38708
100,20200904,1421,42994.38708,20200904,1500,43478.16635
100,20200907,1012,43343.80086,20200907,1124,43437.1844
-100,20200907,1124,43437.1844,20200907,1212,43512.40865
100,20200907,1212,43512.40865,20200907,1500,43851.7635
-100,20200908,0918,43716.80255,20200908,1321,43444.54413
100,20200908,1321,43444.54413,20200908,1412,43571.84562
-100,20200908,1412,43571.84562,20200908,1500,43859.64912
-100,20200909,0918,44367.44228,20200909,1003,44734.72309
100,20200909,1003,44734.72309,20200909,1021,44782.60285
-100,20200909,1021,44782.60285,20200909,1121,44774.18142
100,20200909,1121,44774.18142,20200909,1327,44934.93422
-100,20200909,1327,44934.93422,20200909,1500,44947.86048
100,20200910,0918,44498.13887,20200910,1103,44247.8855
-100,20200910,1103,44247.8855,20200910,1236,44177.90442
100,20200910,1236,44177.90442,20200910,1500,44568.74171
-100,20200911,1006,44610.99215,20200911,1139,44582.15376
100,20200911,1139,44582.15376,20200911,1500,44468.8529
100,20200914,0918,44002.36733,20200914,1500,44956.04423
100,20200915,0918,45130.42693,20200915,1003,44958.06536
-100,20200915,1003,44958.06536,20200915,1218,44834.00211
100,20200915,1218,44834.00211,20200915,1500,44301.30202
-100,20200916,0918,44410.19925,20200916,1015,44458.27591
100,20200916,1015,44458.27591,20200916,1357,44356.12647
-100,20200916,1357,44356.12647,20200916,1500,44045.10218
-100,20200917,0921,44725.11942,20200917,1124,44499.822
100,20200917,1124,44499.822,20200917,1224,44644.85022
-100,20200917,1224,44644.85022,20200917,1324,44659.30532
100,20200917,1324,44659.30532,20200917,1500,44675.66583
-100,20200918,1009,44539.56115,20200918,1121,44702.72687
100,20200918,1121,44702.72687,20200918,1500,45396.56166
100,20200921,1003,45589.13702,20200921,1033,45321.97867
-100,20200921,1033,45321.97867,20200921,1109,45490.62779
100,20200921,1109,45490.62779,20200921,1500,46511.41157
-100,20200922,1012,46796.21419,20200922,1230,47073.88717
100,20200922,1230,47073.88717,20200922,1306,46928.30762
-100,20200922,1306,46928.30762,20200922,1403,47078.76277
100,20200922,1403,47078.76277,20200922,1500,47474.36384
100,20200923,0918,46904.0952,20200923,1015,47124.24307
-100,20200923,1015,47124.24307,20200923,1209,47223.27163
100,20200923,1209,47223.27163,20200923,1500,47158.68899
-100,20200924,0918,47743.97769,20200924,1006,47890.65605
100,20200924,1006,47890.65605,20200924,1245,48199.39124
-100,20200924,1245,48199.39124,20200924,1406,48391.93597
100,20200924,1406,48391.93597,20200924,1427,48244.15401
-100,20200924,1427,48244.15401,20200924,1500,48567.26566
100,20200925,0918,48440.22476,20200925,1039,48721.07186
-100,20200925,1039,48721.07186,20200925,1500,47568.42123
-100,20200928,1003,46816.58899,20200928,1200,46403.7123
100,20200928,1200,46403.7123,20200928,1309,46221.29369
-100,20200928,1309,46221.29369,20200928,1500,46154.3077
100,20200929,0918,45901.98549,20200929,1133,46745.24542
-100,20200929,1133,46745.24542,20200929,1254,46744.48065
100,20200929,1254,46744.48065,20200929,1403,46598.32246
-100,20200929,1403,46598.32246,20200929,1500,46772.68475
-100,20200930,0918,47020.32218,20200930,1006,47189.95609
100,20200930,1006,47189.95609,20200930,1036,46831.0593
-100,20200930,1036,46831.0593,20200930,1136,46997.00864
100,20200930,1136,46997.00864,20200930,1215,46970.40864
-100,20200930,1215,46970.40864,20200930,1500,46655.9358
100,20201001,0918,45871.55963,20201001,1015,45490.21392
-100,20201001,1015,45490.21392,20201001,1312,45214.49758
100,20201001,1312,45214.49758,20201001,1351,45130.42693
-100,20201001,1351,45130.42693,20201001,1500,44836.91692
100,20201005,0918,44213.35597,20201005,1006,43961.26134
-100,20201005,1006,43961.26134,20201005,1030,44079.07787
100,20201005,1030,44079.07787,20201005,1045,43994.04321
-100,20201005,1045,43994.04321,20201005,1106,43988.91479
100,20201005,1106,43988.91479,20201005,1354,44543.33064
-100,20201005,1354,44543.33064,20201005,1430,44454.32318
100,20201005,1430,44454.32318,20201005,1500,44613.47996
100,20201006,0921,43903.93818,20201006,1145,44086.8511
-100,20201006,1145,44086.8511,20201006,1500,43691.11257
-100,20201007,0918,43994.43031,20201007,1500,43514.20739
-100,20201008,1003,42961.97006,20201008,1500,43087.47619
100,20201009,0918,42860.78602,20201009,1036,42776.9971
-100,20201009,1036,42776.9971,20201009,1227,42261.85445
100,20201009,1227,42261.85445,20201009,1500,41844.33072
-100,20201012,1003,41635.70011,20201012,1115,41832.25267
100,20201012,1115,41832.25267,20201012,1351,42176.91952
-100,20201012,1351,42176.91952,20201012,1500,42063.02303
-100,20201013,0921,42468.25498,20201013,1500,42355.11374
100,20201014,1015,42866.94102,20201014,1054,42868.96244
-100,20201014,1054,42868.96244,20201014,1124,42992.44623
100,20201014,1124,42992.44623,20201014,1209,42973.69365
-100,20201014,1209,42973.69365,20201014,1500,41858.51821
-100,20201015,0918,42112.44444,20201015,1142,41842.93001
100,20201015,1142,41842.93001,20201015,1500,42872.45445
100,20201016,0918,42910.16756,20201016,1024,42932.8273
-100,20201016,1024,42932.8273,20201016,1224,42560.7981
100,20201016,1224,42560.7981,20201016,1239,42475.29
-100,20201016,1239,42475.29,20201016,1500,42368.48293
-100,20201019,1012,41356.49297,20201019,1127,41516.17055
100,20201019,1127,41516.17055,20201019,1224,41404.43856
-100,20201019,1224,41404.43856,20201019,1339,41298.50768
100,20201019,1339,41298.50768,20201019,1412,41201.51869
-100,20201019,1412,41201.51869,20201019,1500,41061.52248
-100,20201020,0918,41408.38188,20201020,1500,41043.65814
100,20201021,0921,40561.20483,20201021,1006,40395.87962
-100,20201021,1006,40395.87962,20201021,1251,40307.38411
100,20201021,1251,40307.38411,20201021,1500,40827.90833
-100,20201022,0918,40533.4198,20201022,1018,40779.04283
100,20201022,1018,40779.04283,20201022,1054,40729.46471
-100,20201022,1054,40729.46471,20201022,1248,40900.46463
100,20201022,1248,40900.46463,20201022,1306,40757.35314
-100,20201022,1306,40757.35314,20201022,1500,40798.75809
100,20201023,0918,40410.81636,20201023,1239,40803.58582
-100,20201023,1239,40803.58582,20201023,1333,40807.99837
100,20201023,1333,40807.99837,20201023,1500,40719.1822
100,20201026,1003,40861.02349,20201026,1500,41545.75122
-100,20201027,0918,41644.80315,20201027,1245,40922.22322
100,20201027,1245,40922.22322,20201027,1324,40632.81547
-100,20201027,1324,40632.81547,20201027,1500,40360.09275
-100,20201028,0918,40706.7506,20201028,1054,40928.5878
100,20201028,1054,40928.5878,20201028,1136,40820.90847
-100,20201028,1136,40820.90847,20201028,1257,41315.74109
100,20201028,1257,41315.74109,20201028,1500,41346.48979
-100,20201029,0921,41650.35361,20201029,1321,41855.01423
100,20201029,1321,41855.01423,20201029,1339,41669.35781
-100,20201029,1339,41669.35781,20201029,1354,41753.65344
100,20201029,1354,41753.65344,20201029,1500,41631.97336
-100,20201030,0918,41594.82893,20201030,1118,41684.29565
100,20201030,1118,41684.29565,20201030,1412,41879.20363
-100,20201030,1412,41879.20363,20201030,1500,41839.6037
100,20201102,0918,41276.26202,20201102,1012,41152.26337
-100,20201102,1012,41152.26337,20201102,1142,40711.30797
100,20201102,1142,40711.30797,20201102,1400,40535.06283
-100,20201102,1400,40535.06283,20201102,1500,39906.45926
-100,20201103,1003,39552.26832,20201103,1500,38997.07327
-100,20201104,0918,38971.00947,20201104,1012,39126.23297
100,20201104,1012,39126.23297,20201104,1406,39317.44908
-100,20201104,1406,39317.44908,20201104,1500,38640.62289
-100,20201105,1009,38231.26859,20201105,1042,38384.69525
100,20201105,1042,38384.69525,20201105,1221,38188.272
-100,20201105,1221,38188.272,20201105,1500,38064.64137
100,20201106,1006,37825.41679,20201106,1233,37726.38187
-100,20201106,1233,37726.38187,20201106,1500,37420.03806
100,20201109,0918,36757.20579,20201109,1015,36503.0115
-100,20201109,1015,36503.0115,20201109,1057,36663.54415
100,20201109,1057,36663.54415,20201109,1257,36664.28349
-100,20201109,1257,36664.28349,20201109,1500,36379.64341
-100,20201110,1006,35548.91976,20201110,1421,35175.65844
100,20201110,1421,35175.65844,20201110,1500,34884.71474
100,20201111,0918,34809.85119,20201111,1042,34661.98499
-100,20201111,1042,34661.98499,20201111,1127,34942.2492
100,20201111,1127,34942.2492,20201111,1221,34897.74089
-100,20201111,1221,34897.74089,20201111,1236,35024.30687
100,20201111,1236,35024.30687,20201111,1348,35112.48284
-100,20201111,1348,35112.48284,20201111,1500,34716.25537
-100,20201112,0918,34959.77877,20201112,1003,35130.86246
100,20201112,1003,35130.86246,20201112,1409,35269.69857
-100,20201112,1409,35269.69857,20201112,1427,35347.74225
100,20201112,1427,35347.74225,20201112,1500,35356.86568
-100,20201113,0921,35926.76688,20201113,1500,35047.38406
100,20201117,0918,34662.46558,20201117,1003,34457.68768
-100,20201117,1003,34457.68768,20201117,1021,34513.64238
100,20201117,1021,34513.64238,20201117,1236,34572.04988
-100,20201117,1236,34572.04988,20201117,1500,34337.29872
100,20201118,0918,34141.86971,20201118,1054,34036.00669
-100,20201118,1054,34036.00669,20201118,1500,33605.53819
-100,20201119,0918,34025.46806,20201119,1103,34009.90368
100,20201119,1103,34009.90368,20201119,1130,33949.63233
-100,20201119,1130,33949.63233,20201119,1206,33878.95389
100,20201119,1206,33878.95389,20201119,1500,34433.95739
100,20201120,0918,34532.7716,20201120,1406,34225.71172
-100,20201120,1406,34225.71172,20201120,1500,34044.17572
100,20201123,0918,34039.07686,20201123,1115,34573.84281
-100,20201123,1115,34573.84281,20201123,1215,34465.11011
100,20201123,1215,34465.11011,20201123,1345,34166.77486
-100,20201123,1345,34166.77486,20201123,1500,34349.44723
-100,20201124,1024,33900.02882,20201124,1136,33875.39613
100,20201124,1136,33875.39613,20201124,1203,33839.80238
-100,20201124,1203,33839.80238,20201124,1500,33664.36627
-100,20201125,1003,33186.86862,20201125,1036,33365.6424
100,20201125,1036,33365.6424,20201125,1257,33598.70712
-100,20201125,1257,33598.70712,20201125,1418,34095.13224
100,20201125,1418,34095.13224,20201125,1500,34112.05469
-100,20201126,0921,34302.02245,20201126,1221,34535.09716
100,20201126,1221,34535.09716,20201126,1257,34184.52808
-100,20201126,1257,34184.52808,20201126,1400,34106.35384
100,20201126,1400,34106.35384,20201126,1424,33921.41764
-100,20201126,1424,33921.41764,20201126,1500,34068.53226
100,20201127,0918,33795.14398,20201127,1157,33749.57813
-100,20201127,1157,33749.57813,20201127,1500,33704.07819
-100,20201201,0921,33847.8202,20201201,1500,33361.13428
-100,20201202,0921,33554.73868,20201202,1033,33628.70546
100,20201202,1033,33628.70546,20201202,1500,33742.80224
-100,20201203,1009,33606.21581,20201203,1103,33602.15054
100,20201203,1103,33602.15054,20201203,1357,33745.07955
-100,20201203,1357,33745.07955,20201203,1427,33883.37343
100,20201203,1427,33883.37343,20201203,1500,33824.00693
-100,20201204,1003,33658.81407,20201204,1303,33765.9882
100,20201204,1303,33765.9882,20201204,1318,33687.72823
-100,20201204,1318,33687.72823,20201204,1500,33144.84962
-100,20201207,0918,33140.56571,20201207,1348,32996.38525
100,20201207,1348,32996.38525,20201207,1500,32954.03242
-100,20201208,0918,33085.9059,20201208,1500,32947.84356
-100,20201209,1003,32848.54358,20201209,1500,32536.03773
-100,20201210,0921,32616.26475,20201210,1015,32812.81275
100,20201210,1015,32812.81275,20201210,1118,32818.03548
-100,20201210,1118,32818.03548,20201210,1203,32922.89458
100,20201210,1203,32922.89458,20201210,1257,32886.35299
-100,20201210,1257,32886.35299,20201210,1500,32630.73914
-100,20201211,1003,32517.94584,20201211,1106,32525.61392
100,20201211,1106,32525.61392,20201211,1239,32537.41396
-100,20201211,1239,32537.41396,20201211,1318,32555.95147
100,20201211,1318,32555.95147,20201211,1500,32764.59458
-100,20201214,1033,32472.80403,20201214,1500,32471.22238
-100,20201215,0918,32643.5746,20201215,1018,32884.83894
100,20201215,1018,32884.83894,20201215,1136,32810.49805
-100,20201215,1136,32810.49805,20201215,1500,32563.21334
100,20201216,0918,32413.86017,20201216,1406,32452.72854
-100,20201216,1406,32452.72854,20201216,1500,32472.80403
-100,20201217,0918,32595.26782,20201217,1500,32425.42153
100,20201218,1006,32827.24661,20201218,1109,32755.74044
-100,20201218,1109,32755.74044,20201218,1203,32722.51309
100,20201218,1203,32722.51309,20201218,1430,32562.09999
-100,20201218,1430,32562.09999,20201218,1500,32460.31321
-100,20201221,0921,32989.58189,20201221,1248,32946.05249
100,20201221,1248,32946.05249,20201221,1500,34220.734
100,20201222,0918,33840.08866,20201222,1330,34060.17752
-100,20201222,1330,34060.17752,20201222,1500,33799.77016
-100,20201223,0918,33852.40352,20201223,1133,33602.20699
100,20201223,1133,33602.20699,20201223,1254,33488.83315
-100,20201223,1254,33488.83315,20201223,1318,33512.06434
100,20201223,1318,33512.06434,20201223,1430,33505.49574
-100,20201223,1430,33505.49574,20201223,1500,33500.83752
100,20201224,0918,33206.0435,20201224,1021,32890.40916
-100,20201224,1021,32890.40916,20201224,1500,32785.8103
100,20201228,0921,32530.90436,20201228,1300,32378.96339
-100,20201228,1300,32378.96339,20201228,1500,32333.16089
-100,20201229,1015,31920.32686,20201229,1057,32123.35368
100,20201229,1057,32123.35368,20201229,1321,31891.16184
-100,20201229,1321,31891.16184,20201229,1500,31893.85724
-100,20201230,0918,31912.17769,20201230,1036,32078.42533
100,20201230,1036,32078.42533,20201230,1106,32030.95471
-100,20201230,1106,32030.95471,20201230,1212,32071.84092
100,20201230,1212,32071.84092,20201230,1418,31910.39561
-100,20201230,1418,31910.39561,20201230,1500,31905.10147
-100,20201231,0921,32004.09652,20201231,1203,32019.109
100,20201231,1203,32019.109,20201231,1412,31882.67177
-100,20201231,1412,31882.67177,20201231,1500,31957.04973
100,20210101,0918,31899.0459,20210101,1500,31915.74244
100,20210104,0921,31720.25275,20210104,1142,31984.64737
-100,20210104,1142,31984.64737,20210104,1206,32042.03916
100,20210104,1206,32042.03916,20210104,1254,31943.82997
-100,20210104,1254,31943.82997,20210104,1500,31992.27067
-100,20210105,0918,32190.87904,20210105,1024,32074.77271
100,20210105,1024,32074.77271,20210105,1118,31853.01744
-100,20210105,1118,31853.01744,20210105,1330,31826.86187
100,20210105,1330,31826.86187,20210105,1354,31735.95684
-100,20210105,1354,31735.95684,20210105,1500,31449.90345
-100,20210106,1003,31332.24715,20210106,1357,31416.90229
100,20210106,1357,31416.90229,20210106,1500,31287.20244
100,20210107,0921,31068.87815,20210107,1139,31107.92428
-100,20210107,1139,31107.92428,20210107,1500,31104.19907
100,20210108,0918,30977.01505,20210108,1148,31005.30036
-100,20210108,1148,31005.30036,20210108,1500,31037.24935
-100,20210111,0918,31142.99462,20210111,1036,31242.09185
100,20210111,1036,31242.09185,20210111,1500,31156.57895
-100,20210112,0921,31373.238,20210112,1500,30811.65605
-100,20210113,1009,30562.44059,20210113,1148,30748.98375
100,20210113,1148,30748.98375,20210113,1227,30687.97844
-100,20210113,1227,30687.97844,20210113,1412,30861.24476
100,20210113,1412,30861.24476,20210113,1500,30600.9725
-100,20210114,1012,30596.01028,20210114,1500,30696.12676
-100,20210115,0918,30685.20053,20210115,1003,30868.19896
100,20210115,1003,30868.19896,20210115,1151,30970.92295
-100,20210115,1151,30970.92295,20210115,1424,31033.63736
100,20210115,1424,31033.63736,20210115,1500,30972.12199
-100,20210118,0918,30990.21484,20210118,1151,31231.94403
100,20210118,1151,31231.94403,20210118,1424,31099.36246
-100,20210118,1424,31099.36246,20210118,1500,31305.42038
100,20210119,0918,31182.13014,20210119,1039,31122.59189
-100,20210119,1039,31122.59189,20210119,1121,31121.6233
100,20210119,1121,31121.6233,20210119,1157,31042.40392
-100,20210119,1157,31042.40392,20210119,1500,30716.30421
-100,20210120,0918,30836.59687,20210120,1227,30707.81514
100,20210120,1227,30707.81514,20210120,1500,30642.74694
-100,20210121,1003,30555.25,20210121,1357,30514.78441
100,20210121,1357,30514.78441,20210121,1500,30827.42346
-100,20210122,0918,31250.97659,20210122,1015,31289.11139
100,20210122,1015,31289.11139,20210122,1500,31959.09236
-100,20210125,1012,31788.11315,20210125,1354,31783.26357
100,20210125,1354,31783.26357,20210125,1500,32129.28826
100,20210127,1006,32359.47494,20210127,1109,32302.87173
-100,20210127,1109,32302.87173,20210127,1209,32460.57663
100,20210127,1209,32460.57663,20210127,1500,32970.71047
-100,20210128,0918,33450.96924,20210128,1048,33427.15221
100,20210128,1048,33427.15221,20210128,1227,33298.37004
-100,20210128,1227,33298.37004,20210128,1257,33534.65303
100,20210128,1257,33534.65303,20210128,1333,33372.8802
-100,20210128,1333,33372.8802,20210128,1500,33250.20781
100,20210129,0918,32569.20549,20210129,1112,32751.44925
-100,20210129,1112,32751.44925,20210129,1321,32688.92565
100,20210129,1321,32688.92565,20210129,1500,32379.9594
-100,20210201,1018,32107.36704,20210201,1415,30738.91747
100,20210201,1415,30738.91747,20210201,1500,30152.26896
-100,20210202,1006,28930.58107,20210202,1039,29295.23
100,20210202,1039,29295.23,20210202,1345,29146.91356
-100,20210202,1345,29146.91356,20210202,1500,29040.76888
100,20210203,1003,29030.98913,20210203,1042,28832.56927
-100,20210203,1042,28832.56927,20210203,1500,28631.14496
-100,20210204,0918,28983.02899,20210204,1015,29052.62302
100,20210204,1015,29052.62302,20210204,1124,28808.48122
-100,20210204,1124,28808.48122,20210204,1500,28252.57805
-100,20210205,1003,27477.62291,20210205,1033,27523.60493
100,20210205,1033,27523.60493,20210205,1500,28050.09747
100,20210208,0921,27460.45694,20210208,1042,27502.75028
-100,20210208,1042,27502.75028,20210208,1136,27595.37998
100,20210208,1136,27595.37998,20210208,1245,27719.25934
-100,20210208,1245,27719.25934,20210208,1303,27739.25104
100,20210208,1303,27739.25104,20210208,1500,27808.67631
100,20210209,1003,27885.05779,20210209,1042,27669.02315
-100,20210209,1042,27669.02315,20210209,1500,27650.31749
100,20210210,0918,27616.41354,20210210,1109,27839.17863
-100,20210210,1109,27839.17863,20210210,1224,27815.71532
100,20210210,1224,27815.71532,20210210,1500,28043.21459
-100,20210211,0918,27967.72525,20210211,1021,27824.11265
100,20210211,1021,27824.11265,20210211,1500,27996.03016
-100,20210212,1003,27909.84562,20210212,1218,27663.97127
100,20210212,1218,27663.97127,20210212,1318,27543.6567
-100,20210212,1318,27543.6567,20210212,1348,27606.12138
100,20210212,1348,27606.12138,20210212,1500,27711.84668
100,20210215,0918,27327.36959,20210215,1057,27184.69828
-100,20210215,1057,27184.69828,20210215,1500,26849.96241
100,20210216,0918,26546.32333,20210216,1424,27047.34909
-100,20210216,1424,27047.34909,20210216,1500,26869.44138
-100,20210217,0918,27048.37331,20210217,1309,26986.18307
100,20210217,1309,26986.18307,20210217,1406,27012.17033
-100,20210217,1406,27012.17033,20210217,1500,26988.1495
-100,20210218,1006,27100.271,20210218,1151,27211.80993
100,20210218,1151,27211.80993,20210218,1427,27345.56592
-100,20210218,1427,27345.56592,20210218,1500,27366.44491
100,20210219,1009,27533.38078,20210219,1024,27378.50787
-100,20210219,1024,27378.50787,20210219,1109,27462.8702
100,20210219,1109,27462.8702,20210219,1500,28085.94299
-100,20210222,0918,27891.62986,20210222,1021,27901.24077
100,20210222,1021,27901.24077,20210222,1500,28258.80544
-100,20210223,1018,28261.04159,20210223,1109,28125.43946
100,20210223,1109,28125.43946,20210223,1206,28421.20222
-100,20210223,1206,28421.20222,20210223,1415,28421.80805
100,20210223,1415,28421.80805,20210223,1500,28461.64793
-100,20210224,1015,28123.38291,20210224,1039,28169.09343
100,20210224,1039,28169.09343,20210224,1121,28004.14461
-100,20210224,1121,28004.14461,20210224,1500,28134.10402
100,20210225,0921,26967.29811,20210225,1124,26993.06683
-100,20210225,1124,26993.06683,20210225,1151,27140.39318
100,20210225,1151,27140.39318,20210225,1257,27070.88918
-100,20210225,1257,27070.88918,20210225,1406,27225.70106
100,20210225,1406,27225.70106,20210225,1500,27337.34281
-100,20210226,0918,28052.85157,20210226,1033,28328.6119
100,20210226,1033,28328.6119,20210226,1303,28661.46652
-100,20210226,1303,28661.46652,20210226,1324,28664.83498
100,20210226,1324,28664.83498,20210226,1403,28527.21139
-100,20210226,1403,28527.21139,20210226,1500,28443.02861
-100,20210301,1003,28283.10254,20210301,1112,28191.84551
100,20210301,1112,28191.84551,20210301,1500,28386.67189
100,20210302,0918,28168.97441,20210302,1154,28384.05327
-100,20210302,1154,28384.05327,20210302,1339,28546.14484
100,20210302,1339,28546.14484,20210302,1354,28394.97409
-100,20210302,1354,28394.97409,20210302,1500,28382.76428
100,20210303,0918,27978.87595,20210303,1027,27789.35668
-100,20210303,1027,27789.35668,20210303,1500,27403.37911
-100,20210304,0921,27950.91819,20210304,1333,27584.87521
100,20210304,1333,27584.87521,20210304,1500,27787.61923
-100,20210305,0918,28300.35163,20210305,1036,28219.45139
100,20210305,1036,28219.45139,20210305,1124,28339.04837
-100,20210305,1124,28339.04837,20210305,1415,28576.77651
100,20210305,1415,28576.77651,20210305,1500,28478.95334
-100,20210308,1009,27938.2676,20210308,1054,28260.56239
100,20210308,1054,28260.56239,20210308,1230,28270.06963
-100,20210308,1230,28270.06963,20210308,1300,28362.07593
100,20210308,1300,28362.07593,20210308,1321,28309.64524
-100,20210308,1321,28309.64524,20210308,1500,28220.04865
-100,20210309,1012,27880.78178,20210309,1239,27842.08526
100,20210309,1239,27842.08526,20210309,1500,27941.42918
100,20210310,0918,27629.88116,20210310,1027,27703.93908
-100,20210310,1027,27703.93908,20210310,1227,27873.74864
100,20210310,1227,27873.74864,20210310,1324,27724.10084
-100,20210310,1324,27724.10084,20210310,1342,27775.77175
100,20210310,1342,27775.77175,20210310,1500,27785.49597
100,20210312,0921,27402.70328,20210312,1500,28289.38342
-100,20210315,0918,28304.47692,20210315,1012,28726.05683
100,20210315,1012,28726.05683,20210315,1212,28876.69651
-100,20210315,1212,28876.69651,20210315,1230,28905.91126
100,20210315,1230,28905.91126,20210315,1500,28440.56136
-100,20210316,0921,28467.60316,20210316,1148,28465.29369
100,20210316,1148,28465.29369,20210316,1500,28533.80471
-100,20210317,0918,28774.57709,20210317,1230,28701.03424
100,20210317,1230,28701.03424,20210317,1500,28880.86643
100,20210318,0918,28795.24994,20210318,1206,28924.1796
-100,20210318,1206,28924.1796,20210318,1339,29432.58393
100,20210318,1339,29432.58393,20210318,1500,29535.11725
-100,20210319,0918,29687.64148,20210319,1151,29647.19834
100,20210319,1151,29647.19834,20210319,1245,29724.61629
-100,20210319,1245,29724.61629,20210319,1500,29130.52661
-100,20210322,0918,29479.35045,20210322,1039,29458.03114
100,20210322,1039,29458.03114,20210322,1500,29745.57126
100,20210323,0918,29559.47514,20210323,1106,29298.01945
-100,20210323,1106,29298.01945,20210323,1121,29324.61024
100,20210323,1121,29324.61024,20210323,1212,29581.24786
-100,20210323,1212,29581.24786,20210323,1500,29171.06056
-100,20210324,0918,29477.65594,20210324,1027,29682.97103
100,20210324,1027,29682.97103,20210324,1157,29789.21154
-100,20210324,1157,29789.21154,20210324,1309,29826.03962
100,20210324,1309,29826.03962,20210324,1500,29973.32374
-100,20210325,0918,30199.43708,20210325,1027,30374.82534
100,20210325,1027,30374.82534,20210325,1233,30703.10101
-100,20210325,1233,30703.10101,20210325,1430,30275.50711
100,20210325,1430,30275.50711,20210325,1500,30021.24003
100,20210326,0921,29817.81316,20210326,1203,29667.16409
-100,20210326,1203,29667.16409,20210326,1324,29861.39832
100,20210326,1324,29861.39832,20210326,1339,29766.46718
